track_id,assay_type,distance_bin_start_bp,distance_bin_end_bp,distance_bin_center_bp,effect_mean,effect_relative_to_bin0,count
ENCSR100LIJ_M,PRO-cap,4736,4863,4799,0.0002559963601299842,0.3766192823118914,2560
ENCSR100LIJ_M,PRO-cap,4864,4991,4927,0.00013040510801935574,0.19185068946729117,2453
ENCSR100LIJ_M,PRO-cap,4992,5119,5055,0.00021853811018433445,0.32151107997640954,2432
ENCSR100LIJ_M,PRO-cap,5120,5247,5183,0.00014910174493970292,0.21935699453745613,2432
ENCSR100LIJ_M,PRO-cap,5248,5375,5311,0.0002910675730506628,0.4282156996722272,2305
ENCSR100LIJ_M,PRO-cap,5376,5503,5439,0.000178384655375415,0.26243771922706294,2304
ENCSR100LIJ_M,PRO-cap,5504,5631,5567,0.00025224273716793907,0.3710969897866498,2304
ENCSR100LIJ_M,PRO-cap,5632,5759,5695,0.00025317844637017927,0.3724735957978501,2244
ENCSR100LIJ_M,PRO-cap,5760,5887,5823,0.0002621430072154266,0.3856621679715483,2176
ENCSR100LIJ_M,PRO-cap,5888,6015,5951,0.00020555034950144762,0.30240361647675756,2058
ENCSR100LIJ_M,PRO-cap,6016,6143,6079,0.00020975936577372067,0.3085958790811854,2048
ENCSR100LIJ_M,PRO-cap,6144,6271,6207,0.00017378489147645837,0.2556705926259285,2048
ENCSR100LIJ_M,PRO-cap,6272,6399,6335,0.00021956866799220908,0.3230272263067151,2039
ENCSR100LIJ_M,PRO-cap,6400,6527,6463,0.00017561646576496058,0.2583651863837709,1920
ENCSR100LIJ_M,PRO-cap,6528,6655,6591,0.00015452923860228272,0.22734186888065083,1853
ENCSR100LIJ_M,PRO-cap,6656,6783,6719,0.00015579181848985563,0.2291993637718973,1792
ENCSR100LIJ_M,PRO-cap,6784,6911,6847,0.00018730243578245011,0.2755574684883698,1792
ENCSR100LIJ_M,PRO-cap,6912,7039,6975,0.00017223254919177374,0.25338680219678544,1792
ENCSR100LIJ_M,PRO-cap,7040,7167,7103,0.00018036894081774335,0.2653569801056636,1664
ENCSR100LIJ_M,PRO-cap,7168,7295,7231,0.00020447492256345449,0.3008214591313945,1664
ENCSR100LIJ_M,PRO-cap,7296,7423,7359,0.00013731930125033832,0.20202278133256682,1644
ENCSR100LIJ_M,PRO-cap,7424,7551,7487,0.00014263048371295403,0.2098365398027348,1536
ENCSR100LIJ_M,PRO-cap,7552,7679,7615,0.0001565047913724508,0.2302482823393898,1536
ENCSR100LIJ_M,PRO-cap,7680,7807,7743,0.0002457275631115863,0.3615119309366148,1536
ENCSR100LIJ_M,PRO-cap,7808,7935,7871,0.0002088827390135491,0.3073061945672979,1488
ENCSR100LIJ_M,PRO-cap,7936,8063,7999,0.0002248907520229366,0.33085702305475645,1347
ENCSR100LIJ_M,PRO-cap,8064,8191,8127,0.00018743184553390917,0.2757478548192298,1243
ENCSR100LIJ_M,PRO-cap,8192,8319,8255,0.0002696985756137514,0.39677784456238196,1152
ENCSR100LIJ_M,PRO-cap,8320,8447,8383,0.00014485616996909003,0.2131109471420101,1152
ENCSR100LIJ_M,PRO-cap,8448,8575,8511,0.00019633136035205703,0.2888407319290177,1152
ENCSR100LIJ_M,PRO-cap,8576,8703,8639,0.00024742527813072425,0.36400959227739793,1063
ENCSR100LIJ_M,PRO-cap,8704,8831,8767,0.00030719967023529193,0.45194907955612773,1024
